file,duration_s,distance_m,speed_min,speed_max,speed_mean
VM2_-716090843,531.0,2257.4985113286893,0.0019360540276135774,20.02780053759228,4.2239513857673785
VM2_-1789894870,1466.0,7827.255830516311,0.0006789571417144261,10.988968342126261,5.314304030634522
VM2_1243165041,1357.0,5656.224350443954,0.0,27.46023886824582,4.105143151272264
VM2_336740006,11719.0,31180.365776405037,0.0,10.177289699133095,2.660299658884219
VM2_-2080601220,722.0,2197.8634296807995,0.0,7.393051262328998,3.03093420500589
VM2_1102523476,296.0,1274.41137037476,1.03405919595248,7.191063388244039,4.259300438046353
VM2_-473878018,1032.0,5369.078449079539,0.00412705357913811,19.113197089975905,5.19025986976948
VM2_-137733020,2332.0,10865.966601347,0.0007755468384822822,12.044351197113677,4.653553270313108
VM2_-1285343459,255.0,1015.7797345621722,0.0,7.440044295015138,3.9280988456757187
VM2_-97730706,1420.0,7844.0299480080575,0.0004530965523529033,9.13093524571376,5.515667587523312
VM2_-244654139,556.0,2280.479305558022,0.006003453482210719,12.351095341561447,4.0806148773545114
VM2_-1882273608,587.999,2156.5676596948992,0.0,7.135941458987968,3.6493830271398684
VM2_-599311590,1079.0,4288.19870832817,0.002488271928717053,7.15159476819471,3.958717337813345
VM2_-53312383,1322.0,7719.946502987493,0.001135547901109515,10.555203936336301,5.82209147893899
VM2_-79673071,146.0,675.5182822700948,0.08177972340236923,12.156676995626322,4.528630675180261
VM2_-407671229,736.0,4003.950071371847,0.020118750547282214,22.738007624016205,5.416819035039274
VM2_648227149,2508.0,10832.98640349795,0.0,7.714357567067008,4.316907441173285
VM2_-291245831,3730.0,19342.22140115447,0.0,28.304160216899405,5.169499480588352
VM2_-391255944,321.0,594.6304582624756,0.0,5.934012085699352,1.821896199982664
VM2_245959101,1348.0,7174.989360490272,0.0018130265761099834,8.52716023001541,5.315074209081183
VM2_-333273713,2767.0,16225.200504573077,0.0003709245116111112,10.321086879149217,5.85527338163618
VM2_-1199977823,1316.0,5896.514786925937,0.0010056424311478043,14.526652741268455,4.4689248029343265
VM2_-845047843,175.0,830.3908039935923,0.0033688646861010974,8.791150386195458,4.687518470619167
VM2_-1968290561,1317.0,5001.459016823118,0.0008692753001169981,6.194849258190653,3.7981740405490085
VM2_-218354424,261.0,1090.7147677804467,0.0,11.730797615273103,4.116051792049107
VM2_1352680925,888.0,3779.5855509476187,0.006927340979857203,12.856003232901784,4.235712349899748
VM2_-628130426,723.0,3753.5583512632165,0.01068975274746124,17.353260175986456,5.175740868034848
VM2_-789511046,643.0,3169.658532572399,0.0,9.070048556944748,4.811536954685898
VM2_340061326,1356.0,8053.576919765429,0.0007756115461064877,11.980651512218097,5.927099334299869
VM2_-962097849,518.192,2205.5852640608205,0.0,28.47881575185758,4.241210106454471
VM2_29597834,1802.761,6400.572379121758,0.00045235454370744715,7.023405076484255,3.537892569170921
VM2_717436772,3883.403,9998.517139850146,0.0,7.914779320966383,1.3790037222095863
VM2_329376810,1640.0,6534.748440016012,0.0002262110416376335,10.47730698117184,3.975374440346345
VM2_-833409046,270.0,1060.6585320668335,0.0,7.241783681642494,3.879799850117132
VM2_1094956033,2447.0,11051.108724402746,0.0,39.71616513642804,4.516821550040693
VM2_-502009543,2569.0,11230.433318918775,0.0,7.61293923453725,4.3440081461827775
VM2_-1223375760,1182.0,5352.882701266277,0.0007756220463213456,9.4409335390133,4.519261048222872
VM2_1460610323,1509.0,7895.142675785369,0.0,17.367000536391235,5.204412016504634
VM2_1249918791,278.0,1099.7782939343795,0.03661229696324988,7.874097506016334,3.9067103892980537
VM2_-864821637,139.0,741.5646325465888,1.2719415607908697,12.360986914918678,5.222490577052447
VM2_-956168180,526.0,2273.8503947064855,0.0,4.325722852421225,0.04856249472347475
VM2_1306244446,2365.0,14163.02587339294,0.0,10.009299670294173,5.980027466317456
VM2_-174833750,756.0,3952.109235277626,0.0058507274725409135,19.926923327713013,5.188638660445441
VM2_-17997323,2170.0,13624.995694672325,0.01779710452518929,20.894859523442133,6.268496049214398
VM2_85754600,1416.0,7832.164893640762,0.0007756097817593248,10.290108325036329,5.5261934667627735
VM2_255966903,668.0,3309.918574124291,0.016406602971471954,9.323786128133396,4.924385150335883
VM2_800864684,1632.0,7839.990109733173,0.0002262880000584456,12.96149955494255,4.793974264547028
VM2_-120890984,683.0,2807.9251881383357,0.04833404644794762,13.662399650237584,4.095016422370032
VM2_-990618755,486.0,1858.2575940300687,0.0023268500312277605,13.503888493346551,3.7958343975147506
VM2_-609130288,3420.001,9039.14963368781,0.0,9.016518538609397,2.6532892700846324
VM2_897906926,423.0,2244.7534708456865,0.01116848917554506,9.092717517260683,5.269018084793986
